	Node	Authority	Hubness	Ranks
91	456	0.0051687672705335915	0.010003272028744268	0.0008160709293979154
92	461	0.0017835802367891424	0.0008681964802121605	0.0006881943882653976
93	470	0.004820395681822983	0.0065760277118268266	0.0008794005554165636
94	471	0.0010628952412443395	0.0005391103806271379	0.0007308182945522568
95	472	0.006489983067345974	0.02801923416027432	0.0009226496540427631
96	473	0.0038645807167901813	0.003232857708097163	0.0007247081023854243
97	475	0.0056099197504733	0.0049352617636303844	0.0008292303228069395
98	477	0.0043627370637025435	0.0021490750384504454	0.000843869556039895
99	48	0.0003699440821223784	0.010417350095708803	0.0006786145422455177
100	480	0.006956214443545313	0.016365428718445256	0.0009029768285756878
101	486	0.0040642555767497835	0.002811493278444666	0.0007319649839483565
102	487	0.00680465977270125	0.0116429790699152	0.0010065328164020602
103	488	0.006887676159609241	0.009403539497156076	0.0010048319988219818
104	491	0.0027482365871505645	0.0021568093463809356	0.0008244829205869682
105	493	0.0006401914474495537	4.999881657959982e-05	0.0007272954458661577
106	497	0.005734727671867984	0.0036748332916838144	0.0007785112661772499
107	506	0.0063705532211579576	0.0036128357883958083	0.000848655487153567
108	51	0.000288134615955052	0.002373943446539045	0.0006611179725240164
109	517	0.002023925349360335	0.0005438401370037553	0.0006987734975826448
110	518	0.007726221423191277	0.021343535612548252	0.0011441958221500047
111	523	0.007391334280189594	0.007341851429750147	0.001227466734983089
112	527	0.003387303223452137	0.0014142881691451825	0.0007246747443592944
113	528	0.0015554070592863345	0.0005970698021414772	0.0007047417364410371
114	553	0.003403988444517795	0.0015701129312297383	0.0007333504279185254
115	559	0.0006184753852605771	0.0003214124686646296	0.0006961600093910473
116	565	0.0034514875447462855	0.00139772473881515	0.0007483318402692828
117	569	0.002440755439771814	0.0009632186870367064	0.0006919834902024232
118	570	0.007816161070380448	0.010709185093249472	0.001138291005773619
119	571	0.00798421093191173	0.014310968407585141	0.0009919399337245157
120	578	0.0016740504771747373	0.00037771258791311174	0.0006744727606778733
121	587	0.0005824263779448895	0.0004551312952643004	0.0007179730051505868
122	595	0.0078079824465424	0.015547462763881078	0.0011270648574708748
123	598	0.005511865642833838	0.002531842764126729	0.0007669440806208394
124	600	0.00457635736169369	0.0013501288861022041	0.0007384670014446695
125	601	0.007979529549351315	0.008400609960440232	0.0010171065275737562
126	607	0.001014674688405783	0.00024962517931002344	0.0007637638870625859
127	610	0.006357521392205978	0.0019363373920101969	0.0008034219662796528
128	613	0.006858731555356907	0.0039310099608264315	0.001010536367148931
129	622	0.008231102569258476	0.011580701800553811	0.0011786371749835547
130	623	0.007262528580652836	0.003483558418266977	0.0008660162255795076
131	628	0.00803960921876106	0.005320694813478095	0.0012475046049896322
132	629	0.007532301776305022	0.005579975691132857	0.0008893525718733378
133	63	0.00046397757347267296	0.005007045379942994	0.0006756959039769268
134	634	0.00870906942867673	0.007390961139882771	0.0010539658814729368
135	647	0.00925165369778484	0.011851736022199778	0.0012808337602055275
136	649	0.003675267280261277	0.0018141232333327992	0.000878642622830072
137	66	0.0006268973908379622	0.01742303902140349	0.0006994512782545496
138	662	0.00873874758154275	0.005446124391336968	0.0012090070646828023
139	668	0.006257611683674695	0.0012958241540925155	0.0009831305706925599
140	669	0.00469765694020289	0.002484636367270251	0.0009287802357209959
141	67	0.0004068141900868374	0.0019033317547464156	0.00065146839026902
142	671	0.005789475059152905	0.0018697443541547528	0.0008370974192558497
143	673	0.003529260080199978	0.0015316272876811743	0.0007028780436867779
144	676	0.005390848234845229	0.002120013072863699	0.0009393062860845331
145	677	0.007928186610496305	0.003980642764521596	0.0009168884663602142
146	682	0.0074971314431378135	0.0037568394639187637	0.0009509130668550978
147	684	0.0007274052714962511	2.6916948336359854e-05	0.0009370887271641962
148	685	0.006432691940521324	0.001630211197701071	0.0008827763671388434
149	69	0.0007206827532969751	0.006877769790961263	0.0006843105531286641
150	705	0.008546239547298556	0.0037644753845211547	0.0010839667363308687
151	707	0.009256776410591454	0.013186330262136529	0.0011768916280246553
152	709	0.0031821628127881754	0.0003487857331429829	0.0007143856819720954
153	71	7.944843063179365e-05	0.0003746941811308294	0.0006479224867713136
154	713	0.008587744011238466	0.0028612735718453928	0.0010772782121677947
155	714	0.009406742731306754	0.006297819446871037	0.0011857520699926384
156	720	0.008731737434211045	0.0035530796223881994	0.0010286394637754471
157	722	0.009733985238257838	0.0057007393980149255	0.0012288274550108723
158	723	0.006422007001434035	0.0019857887843788597	0.0010693799015692714
159	729	0.008550360077562122	0.003915072280763327	0.0009664582293595486
160	73	0.0006123462897195902	0.006143521498325039	0.0006521533367972647
161	732	0.009917101995408958	0.0193179881840744	0.0012667207299167365
162	737	0.010163545797356338	0.01367595887739211	0.0012722178339961666
163	738	0.007946230892356937	0.002168824881090417	0.0010678055595153533
164	740	0.009916285876726697	0.003998615254412688	0.0011875276495795326
165	744	0.008859798793526698	0.0021841227346031896	0.0010633848622852741
166	752	0.003154658664588651	0.00031844258782567366	0.000753452193178224
167	756	0.009816463324550164	0.006067414429033335	0.0012089239577136545
168	764	0.009343399437560504	0.003234710056124768	0.001252374173855037
169	767	0.010693056187113002	0.01023103687011618	0.0013787461766158
170	771	0.008828092926085366	0.002771951120396413	0.0010759707786615303
171	772	0.006668049935110223	0.0012023341399080361	0.0009075467189669968
172	773	0.0022569576533475804	0.00042543103375307964	0.0007944888331616906
173	778	0.009819133099274525	0.00226484116332679	0.0011946216399898698
174	780	0.00692829245913952	0.0015925628524695264	0.000960062540428222
175	782	0.01059048470541241	0.003777911649583252	0.0014076778155066982
176	783	0.00479865465202054	0.0008170867333804056	0.0008343942912680234
177	785	0.003944303890886245	0.000705262575251259	0.000764960441080222
178	79	0.0002930347938684982	0.0018135625965524354	0.0006613881069162383
179	794	0.009782904851330453	0.005926697996841554	0.0013481605303628868
180	797	0.009379504156543688	0.0022942258904028517	0.001218313082635463
181	799	0.008501057149591878	0.0015786066360277985	0.000965412854184116
182	8	0.0	0.0006319326057558996	0.000646551724137931
183	80	0.0009281343649276715	0.01689438405745907	0.0006768316318140763
184	800	0.010408337098246317	0.0020521945582906765	0.0012772867888723183
185	803	0.0006211866849726848	3.4340654197857486e-05	0.0006757491162160937
186	807	0.01053870410045835	0.002971318935330111	0.0013417549406235345
187	808	0.005220804928764082	0.0004584272384063052	0.0009377780588174283
188	820	0.005461743653609569	0.0006340425586626126	0.0008673584172086473
189	825	0.009467677865854342	0.0012343167899629183	0.002289323836462064
190	826	0.0006215921774712965	2.903902751673978e-05	0.0007578043660423336
191	827	0.007225307479713265	0.0014265050588481583	0.0010726414223458014
192	829	0.00569085295308711	0.00043989096571855674	0.0009031582822555806
193	830	0.010096663710418816	0.0033223399673567833	0.0015343707752297866
194	833	0.010848193254159871	0.00548763443740069	0.0015166093221672798
195	837	0.0023872763093440697	0.0001540108219938793	0.0008261540111140241
196	845	0.003516931271998323	0.00032416190658547276	0.000739016031893808
197	846	0.005572813984122884	0.0003094332319964718	0.0009671216088239297
198	85	0.000823078786169417	0.004582875321494462	0.0006752601709256887
199	857	0.004066115134126061	0.00012504390333588326	0.0008033328671669229
200	858	0.007086571441113756	0.0010639598889219646	0.0012252283909831906
201	86	0.000511411494063861	0.001630430854328149	0.0006561441534599856
202	863	0.0076819647927525575	0.0006949087004749712	0.0010698639492616995
203	870	0.010372910766741827	0.0011254756150216954	0.001745061519324234
204	874	0.007126696645347681	0.0003930745508831496	0.0012348475469398526
205	876	0.0099125507768811	0.0014491403013838463	0.0016523331944768812
206	883	0.0006219350086645589	2.3734476791422038e-05	0.0009188377938263296
207	885	0.011108579990622059	0.0019293144766778295	0.0018713372406628037
208	886	0.01035837378786148	0.0012431388341990553	0.001509735648617923
209	899	0.010324619221106904	0.0009834664453401928	0.0017595377781552152
210	902	0.011084422787550778	0.003492581881767505	0.002172945241151418
211	903	0.011029769124195652	0.0008288942822030604	0.0021490815097104333
212	904	0.0026699511397968397	0.00013742400031659409	0.0008534743645839665
213	908	0.0062509712209986405	0.00011947283563179829	0.0011741015278267685
214	910	0.00834828591145444	0.0006980579026396012	0.002220330738907008
215	915	0.0030319997487994912	2.7975195783128674e-05	0.0007881716501147381
216	926	0.0013250584963417967	2.539872232126402e-05	0.0007899207557269737
217	938	0.00934948933381262	0.0002532329517219899	0.001700569884325575
218	941	0.006855197214659307	7.059169637160134e-05	0.0012291551591119348
219	944	0.008421582191818239	2.775601251156218e-05	0.001829278157966962
220	948	0.0011343182429461244	0.0	0.0007789344220734291
221	95	0.0010484862038028031	0.010246339924230257	0.0006681482006562102
222	950	0.009914903065144615	0.0014065142291433367	0.0018053089786942676
223	961	0.00976280750760736	0.00030945298863067986	0.003280876536818605
224	963	0.009898814295138525	0.0002516651020640514	0.002212597958190303
225	965	0.008933662097838383	8.677133973768163e-05	0.002574159775593295
226	97	0.001095769363482493	0.008918729112737783	0.0006755113122745118
227	973	0.010194543401970058	0.00026697462005178423	0.003324544442518788
228	978	0.005395244827517944	5.50853325695139e-05	0.0028110810721575863
229	992	0.005003602611960765	2.7975195783128674e-05	0.0015347666105375562
230	994	0.00953562932860516	0.0	0.004289177097476809
231	998	0.009839902302412627	0.0	0.0058100242605607045
